B,1,9,4
B,1,10,1
B,1,11,5
B,1,12,7
B,1,13,9
B,1,14,6
B,1,15,7
B,2,0,4
B,2,1,4
B,2,2,4
B,2,3,8
B,2,4,9
B,2,5,9
B,2,6,4
B,2,7,1
B,2,8,5
B,2,9,4
B,2,10,7
B,2,11,6
B,2,12,9
B,2,13,5
B,2,14,8
B,2,15,8
B,3,0,4
B,3,1,9
B,3,2,1
B,3,3,7
B,3,4,2
B,3,5,4
B,3,6,1
B,3,7,3
B,3,8,6
B,3,9,8
B,3,10,7
B,3,11,3
B,3,12,8
B,3,13,1
B,3,14,1
B,3,15,9
B,4,0,2
B,4,1,2
B,4,2,6
B,4,3,2
B,4,4,2
B,4,5,9
B,4,6,9
B,4,7,4
B,4,8,3
B,4,9,5
B,4,10,7
B,4,11,2
B,4,12,9
B,4,13,3
B,4,14,7
B,4,15,2
B,5,0,3
B,5,1,7
B,5,2,8
B,5,3,2
B,5,4,9
B,5,5,6
B,5,6,4
B,5,7,5
B,5,8,5
B,5,9,9
B,5,10,5
B,5,11,1
B,5,12,9
B,5,13,3
B,5,14,7
B,5,15,2
B,6,0,5
B,6,1,3
B,6,2,1
B,6,3,4
B,6,4,9
B,6,5,7
B,6,6,5
B,6,7,2
B,6,8,2
B,6,9,2
B,6,10,1
B,6,11,9
B,6,12,3
B,6,13,6
B,6,14,1
B,6,15,5
B,7,0,1
B,7,1,6
B,7,2,6
B,7,3,9
B,7,4,3
B,7,5,7
B,7,6,2
B,7,7,5
B,7,8,6
B,7,9,7
B,7,10,5
B,7,11,4
B,7,12,9
B,7,13,9
B,7,14,3
B,7,15,2
B,8,0,3
B,8,1,3
B,8,2,5
B,8,3,9
B,8,4,9
B,8,5,9
B,8,6,2
B,8,7,9
B,8,8,9
B,8,9,9
B,8,10,8
B,8,11,2
B,8,12,5
B,8,13,6
B,8,14,4
B,8,15,6
B,9,0,9
B,9,1,9
B,9,2,3
B,9,3,2
B,9,4,6
B,9,5,5
B,9,6,6
B,9,7,1
B,9,8,9
B,9,9,8
B,9,10,4
B,9,11,6
B,9,12,6
B,9,13,6
B,9,14,8
B,9,15,6
B,10,0,6
B,10,1,1
B,10,2,5
B,10,3,3
B,10,4,8
B,10,5,6
B,10,6,2
B,10,7,7
B,10,8,4
B,10,9,7
B,10,10,6
B,10,11,8
B,10,12,1
B,10,13,9
B,10,14,4
B,10,15,1
B,11,0,6
B,11,1,5
B,11,2,9
B,11,3,9
B,11,4,9
B,11,5,6
B,11,6,7
B,11,7,6
B,11,8,2
B,11,9,1
B,11,10,2
B,11,11,7
B,11,12,4
B,11,13,7
B,11,14,3
B,11,15,9
B,12,0,8
B,12,1,8
B,12,2,3
B,12,3,6
B,12,4,2
B,12,5,2
B,12,6,1
B,12,7,5
B,12,8,7
B,12,9,4
B,12,10,2
B,12,11,7
B,12,12,1
B,12,13,3
B,12,14,5
B,12,15,4
B,13,0,7
B,13,1,5
B,13,2,3
B,13,3,4
B,13,4,1
B,13,5,1
B,13,6,9
B,13,7,9
B,13,8,8
B,13,9,9
B,13,10,5
B,13,11,3
B,13,12,6
B,13,13,5
B,13,14,9
B,13,15,2
B,14,0,3
B,14,1,2
B,14,2,5
B,14,3,3
B,14,4,2
B,14,5,3
B,14,6,5
B,14,7,8
B,14,8,6
B,14,9,4
B,14,10,5
B,14,11,6
B,14,12,7
B,14,13,8
B,14,14,9
B,14,15,2
B,15,0,3
B,15,1,1
B,15,2,6
B,15,3,1
B,15,4,8
B,15,5,5
B,15,6,9
B,15,7,4
B,15,8,2
B,15,9,2
B,15,10,6
B,15,11,8
B,15,12,7
B,15,13,6
B,15,14,7
B,15,15,7
